"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
28023,"11","","2025-10-11T18:24:26.990232Z",1028186,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/07/1728198012.000000000.jpg",1.406,"2025-10-11T18:24:26.990296Z"
28204,"9","","2025-10-11T18:44:02.160176Z",1028187,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/08/1728201632.000000000.jpg",1.447,"2025-10-11T18:44:02.160183Z"
28205,"9","","2025-10-11T18:44:03.862216Z",1028188,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/09/1728205243.000000000.jpg",0.921,"2025-10-11T18:44:03.862261Z"
28206,"9","","2025-10-11T18:44:05.237881Z",1028189,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/10/1728208845.000000000.jpg",0.694,"2025-10-11T18:44:05.237889Z"
27884,"11","","2025-10-11T18:20:01.711290Z",1028190,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/11/1728212466.000000000.jpg",5.557,"2025-10-11T18:20:01.711338Z"
28207,"9","","2025-10-11T18:44:06.322749Z",1028191,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/12/1728216079.000000000.jpg",0.65,"2025-10-11T18:44:06.322757Z"
28208,"9","","2025-10-11T18:44:07.959044Z",1028192,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/13/1728219699.000000000.jpg",1.098,"2025-10-11T18:44:07.959053Z"
28209,"9","","2025-10-11T18:44:09.739110Z",1028193,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/14/1728223308.000000000.jpg",1.303,"2025-10-11T18:44:09.739117Z"
28210,"9","","2025-10-11T18:45:32.128471Z",1028194,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/15/1728226916.000000000.jpg",1.677,"2025-10-11T18:45:32.128479Z"
28211,"9","","2025-10-11T18:45:36.805008Z",1028195,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/16/1728230522.000000000.jpg",4.289,"2025-10-11T18:45:36.805016Z"
28212,"9","","2025-10-11T18:45:49.808590Z",1028196,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/17/1728234131.000000000.jpg",12.595,"2025-10-11T18:45:49.808597Z"
28213,"9","","2025-10-11T18:46:17.255039Z",1028197,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/18/1728237737.000000000.jpg",1.649,"2025-10-11T18:46:17.255050Z"
28214,"9","","2025-10-11T18:46:19.744340Z",1028198,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/19/1728241341.000000000.jpg",0.456,"2025-10-11T18:46:19.744348Z"
28215,"9","","2025-10-11T18:46:21.508785Z",1028199,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/20/1728244968.000000000.jpg",0.446,"2025-10-11T18:46:21.508821Z"
28216,"9","","2025-10-11T18:46:23.485584Z",1028200,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/21/1728248581.000000000.jpg",0.689,"2025-10-11T18:46:23.485598Z"
27538,"9","","2025-10-10T16:34:16.364529Z",1028201,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/22/1728252190.000000000.jpg",0.97,"2025-10-10T16:34:16.364537Z"
27477,"9","","2025-10-10T16:31:41.226950Z",1028202,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/280/23/1728255792.000000000.jpg",1.084,"2025-10-10T16:31:41.226958Z"
28217,"9","","2025-10-11T18:46:27.594626Z",1028203,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/00/1728259404.000000000.jpg",1.718,"2025-10-11T18:46:27.594633Z"
28218,"9","","2025-10-11T18:46:29.968211Z",1028204,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/01/1728263014.000000000.jpg",1.147,"2025-10-11T18:46:29.968277Z"
28219,"9","","2025-10-11T18:46:32.849755Z",1028205,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/02/1728266623.000000000.jpg",1.125,"2025-10-11T18:46:32.849764Z"
28220,"9","","2025-10-11T18:46:34.398709Z",1028206,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/03/1728270264.000000000.jpg",0.385,"2025-10-11T18:46:34.398717Z"
28221,"9","","2025-10-11T18:46:37.066097Z",1028207,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/04/1728273875.000000000.jpg",0.945,"2025-10-11T18:46:37.066122Z"
28222,"9","","2025-10-11T18:46:38.493768Z",1028208,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/05/1728277493.000000000.jpg",0.223,"2025-10-11T18:46:38.493787Z"
28223,"9","","2025-10-11T18:46:41.342163Z",1028209,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/281/06/1728281097.000000000.jpg",1.256,"2025-10-11T18:46:41.342198Z"
28224,"9","","2025-10-11T18:46:43.068505Z",1028210,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/07/1730358002.000000000.jpg",0.408,"2025-10-11T18:46:43.068513Z"
28225,"9","Abnormal","2025-10-11T18:46:44.907001Z",1028211,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/08/1730361647.000000000.jpg",2.629,"2025-10-11T18:46:49.617761Z"
28226,"9","","2025-10-11T18:46:53.299491Z",1028212,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/09/1730365261.000000000.jpg",2.186,"2025-10-11T18:46:53.299500Z"
28227,"9","","2025-10-11T18:46:55.375091Z",1028213,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/10/1730368874.000000000.jpg",0.623,"2025-10-11T18:46:55.375098Z"
28228,"9","","2025-10-11T18:46:57.451795Z",1028214,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/11/1730372482.000000000.jpg",0.7,"2025-10-11T18:46:57.451803Z"
28229,"9","","2025-10-11T18:46:59.207040Z",1028215,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/12/1730376108.000000000.jpg",0.642,"2025-10-11T18:46:59.207048Z"
28230,"9","","2025-10-11T18:47:01.370671Z",1028216,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/13/1730379710.000000000.jpg",0.79,"2025-10-11T18:47:01.370678Z"
28231,"9","","2025-10-11T18:47:02.820285Z",1028217,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/14/1730383320.000000000.jpg",0.659,"2025-10-11T18:47:02.820302Z"
28232,"9","","2025-10-11T18:47:05.702304Z",1028218,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/15/1730386932.000000000.jpg",0.685,"2025-10-11T18:47:05.702313Z"
28233,"9","","2025-10-11T18:47:09.325874Z",1028219,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/16/1730390549.000000000.jpg",1.615,"2025-10-11T18:47:09.325882Z"
28234,"9","Abnormal","2025-10-11T18:47:16.231547Z",1028220,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/17/1730394151.000000000.jpg",6.154,"2025-10-11T18:47:22.225175Z"
28235,"9","Abnormal","2025-10-11T18:47:37.117748Z",1028221,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/18/1730397765.000000000.jpg",1.518,"2025-10-11T18:47:37.117755Z"
28236,"9","Abnormal","2025-10-11T18:47:41.086157Z",1028222,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/19/1730401365.000000000.jpg",1.651,"2025-10-11T18:47:41.086165Z"
28238,"9","Abnormal","2025-10-11T18:47:58.424881Z",1028223,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/20/1730405006.000000000.jpg",3.947,"2025-10-11T18:47:58.424888Z"
28237,"9","Abnormal","2025-10-11T18:47:52.253232Z",1028224,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/21/1730408608.000000000.jpg",2.935,"2025-10-11T18:47:52.253264Z"
28239,"9","","2025-10-11T18:48:08.291132Z",1028225,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/22/1730412215.000000000.jpg",0.447,"2025-10-11T18:48:08.291139Z"
27486,"9","","2025-10-10T16:32:03.405954Z",1028226,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/305/23/1730415821.000000000.jpg",0.944,"2025-10-10T16:32:03.405963Z"
28240,"9","","2025-10-11T18:48:12.444646Z",1028227,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/306/00/1730419453.000000000.jpg",1.054,"2025-10-11T18:48:12.444654Z"
28241,"9","","2025-10-11T18:48:13.928734Z",1028228,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/306/01/1730423062.000000000.jpg",0.512,"2025-10-11T18:48:13.928741Z"
28242,"9","","2025-10-11T18:48:16.148760Z",1028229,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/306/02/1730426664.000000000.jpg",0.736,"2025-10-11T18:48:16.148769Z"
28243,"9","","2025-10-11T18:48:18.364219Z",1028230,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2024/306/03/1730430297.000000000.jpg",1.113,"2025-10-11T18:48:18.364230Z"
